,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,data
2772,295735,Apple Airpods Headphones,1,150,12/22/19 18:25,"374 Lincoln St, New York City, NY 10001",22/12/2019 18:25
2773,295735,Wired Headphones,1,11.99,12/22/19 18:25,"374 Lincoln St, New York City, NY 10001",22/12/2019 18:25
2774,295737,iPhone,1,700,12/19/19 08:51,"966 10th St, Atlanta, GA 30301",19/12/2019 08:51
2775,295737,Lightning Charging Cable,1,14.95,12/19/19 08:51,"966 10th St, Atlanta, GA 30301",19/12/2019 08:51
2776,295753,34in Ultrawide Monitor,1,379.99,12/25/19 06:26,"365 Washington St, Dallas, TX 75001",25/12/2019 06:26
2777,295753,Lightning Charging Cable,1,14.95,12/25/19 06:26,"365 Washington St, Dallas, TX 75001",25/12/2019 06:26
2778,295759,Bose SoundSport Headphones,1,99.99,12/25/19 06:53,"15 Pine St, New York City, NY 10001",25/12/2019 06:53
2779,295759,Wired Headphones,1,11.99,12/25/19 06:53,"15 Pine St, New York City, NY 10001",25/12/2019 06:53
2780,295783,Vareebadd Phone,1,400,12/06/19 12:41,"87 5th St, San Francisco, CA 94016",06/12/2019 12:41
2781,295783,USB-C Charging Cable,1,11.95,12/06/19 12:41,"87 5th St, San Francisco, CA 94016",06/12/2019 12:41
2782,295786,USB-C Charging Cable,1,11.95,12/24/19 10:27,"859 12th St, Atlanta, GA 30301",24/12/2019 10:27
2783,295786,Apple Airpods Headphones,1,150,12/24/19 10:27,"859 12th St, Atlanta, GA 30301",24/12/2019 10:27
2784,295793,Google Phone,1,600,12/15/19 11:26,"275 Jackson St, San Francisco, CA 94016",15/12/2019 11:26
2785,295793,USB-C Charging Cable,1,11.95,12/15/19 11:26,"275 Jackson St, San Francisco, CA 94016",15/12/2019 11:26
2786,295817,USB-C Charging Cable,1,11.95,12/19/19 06:07,"963 Washington St, Austin, TX 73301",19/12/2019 06:07
2787,295817,20in Monitor,1,109.99,12/19/19 06:07,"963 Washington St, Austin, TX 73301",19/12/2019 06:07
2788,295822,Google Phone,1,600,12/04/19 13:53,"307 Wilson St, San Francisco, CA 94016",04/12/2019 13:53
2789,295822,Wired Headphones,1,11.99,12/04/19 13:53,"307 Wilson St, San Francisco, CA 94016",04/12/2019 13:53
2790,295829,Google Phone,1,600,12/27/19 13:07,"904 13th St, Atlanta, GA 30301",27/12/2019 13:07
2791,295829,USB-C Charging Cable,1,11.95,12/27/19 13:07,"904 13th St, Atlanta, GA 30301",27/12/2019 13:07
2792,295918,AA Batteries (4-pack),1,3.84,12/10/19 07:01,"92 River St, New York City, NY 10001",10/12/2019 07:01
2793,295918,AAA Batteries (4-pack),1,2.99,12/10/19 07:01,"92 River St, New York City, NY 10001",10/12/2019 07:01
2794,295932,Apple Airpods Headphones,1,150,12/19/19 10:28,"663 Spruce St, New York City, NY 10001",19/12/2019 10:28
2795,295932,Bose SoundSport Headphones,1,99.99,12/19/19 10:28,"663 Spruce St, New York City, NY 10001",19/12/2019 10:28
2796,295952,USB-C Charging Cable,1,11.95,12/23/19 12:55,"403 Dogwood St, Seattle, WA 98101",23/12/2019 12:55
2797,295952,Flatscreen TV,1,300,12/23/19 12:55,"403 Dogwood St, Seattle, WA 98101",23/12/2019 12:55
2798,295991,iPhone,1,700,12/15/19 20:16,"857 Center St, Boston, MA 02215",15/12/2019 20:16
2799,295991,Lightning Charging Cable,1,14.95,12/15/19 20:16,"857 Center St, Boston, MA 02215",15/12/2019 20:16
2800,296081,Flatscreen TV,1,300,12/30/19 16:52,"970 Sunset St, Austin, TX 73301",30/12/2019 16:52
2801,296081,Flatscreen TV,1,300,12/30/19 16:52,"970 Sunset St, Austin, TX 73301",30/12/2019 16:52
2802,296135,AA Batteries (4-pack),1,3.84,12/06/19 19:18,"298 Lincoln St, Boston, MA 02215",06/12/2019 19:18
2803,296135,Lightning Charging Cable,1,14.95,12/06/19 19:18,"298 Lincoln St, Boston, MA 02215",06/12/2019 19:18
2804,296141,Lightning Charging Cable,1,14.95,12/09/19 18:21,"787 Elm St, San Francisco, CA 94016",09/12/2019 18:21
2805,296141,Bose SoundSport Headphones,1,99.99,12/09/19 18:21,"787 Elm St, San Francisco, CA 94016",09/12/2019 18:21
2806,296144,iPhone,1,700,12/16/19 21:21,"897 Main St, New York City, NY 10001",16/12/2019 21:21
2807,296144,Apple Airpods Headphones,1,150,12/16/19 21:21,"897 Main St, New York City, NY 10001",16/12/2019 21:21
2808,296152,USB-C Charging Cable,1,11.95,12/20/19 19:21,"879 River St, Seattle, WA 98101",20/12/2019 19:21
2809,296152,Lightning Charging Cable,1,14.95,12/20/19 19:21,"879 River St, Seattle, WA 98101",20/12/2019 19:21
2810,296187,Google Phone,1,600,12/21/19 15:45,"322 5th St, San Francisco, CA 94016",21/12/2019 15:45
2811,296187,USB-C Charging Cable,1,11.95,12/21/19 15:45,"322 5th St, San Francisco, CA 94016",21/12/2019 15:45
2812,296263,Google Phone,1,600,12/11/19 18:04,"229 Pine St, San Francisco, CA 94016",11/12/2019 18:04
2813,296263,Wired Headphones,1,11.99,12/11/19 18:04,"229 Pine St, San Francisco, CA 94016",11/12/2019 18:04
2814,296267,Flatscreen TV,1,300,12/21/19 22:45,"573 7th St, Atlanta, GA 30301",21/12/2019 22:45
2815,296267,Lightning Charging Cable,1,14.95,12/21/19 22:45,"573 7th St, Atlanta, GA 30301",21/12/2019 22:45
2816,296276,Vareebadd Phone,1,400,12/30/19 17:56,"186 14th St, New York City, NY 10001",30/12/2019 17:56
2817,296276,USB-C Charging Cable,1,11.95,12/30/19 17:56,"186 14th St, New York City, NY 10001",30/12/2019 17:56
2818,296353,iPhone,1,700,12/01/19 22:49,"475 Cedar St, Los Angeles, CA 90001",01/12/2019 22:49
2819,296353,Lightning Charging Cable,1,14.95,12/01/19 22:49,"475 Cedar St, Los Angeles, CA 90001",01/12/2019 22:49
2820,296353,Wired Headphones,1,11.99,12/01/19 22:49,"475 Cedar St, Los Angeles, CA 90001",01/12/2019 22:49
2821,296353,AA Batteries (4-pack),2,3.84,12/01/19 22:49,"475 Cedar St, Los Angeles, CA 90001",01/12/2019 22:49
2822,296354,Vareebadd Phone,1,400,12/11/19 07:03,"299 Lake St, Atlanta, GA 30301",11/12/2019 07:03
2823,296354,USB-C Charging Cable,1,11.95,12/11/19 07:03,"299 Lake St, Atlanta, GA 30301",11/12/2019 07:03
2824,296390,iPhone,1,700,12/06/19 09:07,"619 Jackson St, New York City, NY 10001",06/12/2019 09:07
2825,296390,Wired Headphones,1,11.99,12/06/19 09:07,"619 Jackson St, New York City, NY 10001",06/12/2019 09:07
2826,296442,Google Phone,1,600,12/23/19 17:33,"364 North St, Boston, MA 02215",23/12/2019 17:33
2827,296442,USB-C Charging Cable,1,11.95,12/23/19 17:33,"364 North St, Boston, MA 02215",23/12/2019 17:33
2828,296443,Vareebadd Phone,1,400,12/20/19 10:49,"181 12th St, Austin, TX 73301",20/12/2019 10:49
2829,296443,Bose SoundSport Headphones,1,99.99,12/20/19 10:49,"181 12th St, Austin, TX 73301",20/12/2019 10:49
2830,296444,AAA Batteries (4-pack),4,2.99,12/17/19 14:24,"504 Hickory St, Atlanta, GA 30301",17/12/2019 14:24
2831,296444,USB-C Charging Cable,1,11.95,12/17/19 14:24,"504 Hickory St, Atlanta, GA 30301",17/12/2019 14:24
2832,296520,Google Phone,1,600,12/25/19 20:52,"7 Jackson St, Boston, MA 02215",25/12/2019 20:52
2833,296520,USB-C Charging Cable,1,11.95,12/25/19 20:52,"7 Jackson St, Boston, MA 02215",25/12/2019 20:52
2834,296531,27in FHD Monitor,1,149.99,12/09/19 16:10,"791 Lincoln St, San Francisco, CA 94016",09/12/2019 16:10
2835,296531,Bose SoundSport Headphones,1,99.99,12/09/19 16:10,"791 Lincoln St, San Francisco, CA 94016",09/12/2019 16:10
2836,296574,iPhone,1,700,12/17/19 20:17,"709 Spruce St, Los Angeles, CA 90001",17/12/2019 20:17
2837,296574,Wired Headphones,1,11.99,12/17/19 20:17,"709 Spruce St, Los Angeles, CA 90001",17/12/2019 20:17
2838,296609,Google Phone,1,600,12/28/19 16:32,"176 Sunset St, Boston, MA 02215",28/12/2019 16:32
2839,296609,USB-C Charging Cable,1,11.95,12/28/19 16:32,"176 Sunset St, Boston, MA 02215",28/12/2019 16:32
2840,296641,iPhone,1,700,12/29/19 15:57,"148 Sunset St, Los Angeles, CA 90001",29/12/2019 15:57
2841,296641,Wired Headphones,1,11.99,12/29/19 15:57,"148 Sunset St, Los Angeles, CA 90001",29/12/2019 15:57
2842,296653,Google Phone,1,600,12/14/19 10:19,"964 Lakeview St, Boston, MA 02215",14/12/2019 10:19
2843,296653,Wired Headphones,1,11.99,12/14/19 10:19,"964 Lakeview St, Boston, MA 02215",14/12/2019 10:19
2844,296668,AAA Batteries (4-pack),2,2.99,12/20/19 16:07,"535 7th St, San Francisco, CA 94016",20/12/2019 16:07
2845,296668,AAA Batteries (4-pack),4,2.99,12/20/19 16:07,"535 7th St, San Francisco, CA 94016",20/12/2019 16:07
2846,296670,Vareebadd Phone,1,400,12/09/19 06:47,"918 Ridge St, San Francisco, CA 94016",09/12/2019 06:47
2847,296670,USB-C Charging Cable,1,11.95,12/09/19 06:47,"918 Ridge St, San Francisco, CA 94016",09/12/2019 06:47
2848,296687,Lightning Charging Cable,1,14.95,12/07/19 21:39,"312 Maple St, Atlanta, GA 30301",07/12/2019 21:39
2849,296687,27in 4K Gaming Monitor,1,389.99,12/07/19 21:39,"312 Maple St, Atlanta, GA 30301",07/12/2019 21:39
2850,296707,Apple Airpods Headphones,1,150,12/14/19 17:13,"199 Forest St, San Francisco, CA 94016",14/12/2019 17:13
2851,296707,Wired Headphones,1,11.99,12/14/19 17:13,"199 Forest St, San Francisco, CA 94016",14/12/2019 17:13
2852,296730,27in 4K Gaming Monitor,1,389.99,12/16/19 07:29,"818 Cedar St, Los Angeles, CA 90001",16/12/2019 07:29
2853,296730,Wired Headphones,2,11.99,12/16/19 07:29,"818 Cedar St, Los Angeles, CA 90001",16/12/2019 07:29
2854,296797,Macbook Pro Laptop,1,1700,12/14/19 11:01,"80 1st St, New York City, NY 10001",14/12/2019 11:01
2855,296797,Flatscreen TV,1,300,12/14/19 11:01,"80 1st St, New York City, NY 10001",14/12/2019 11:01
2856,296804,Lightning Charging Cable,1,14.95,12/31/19 20:49,"114 10th St, Atlanta, GA 30301",31/12/2019 20:49
2857,296804,AA Batteries (4-pack),1,3.84,12/31/19 20:49,"114 10th St, Atlanta, GA 30301",31/12/2019 20:49
2858,296841,iPhone,1,700,12/31/19 11:52,"431 Lincoln St, Los Angeles, CA 90001",31/12/2019 11:52
2859,296841,Wired Headphones,1,11.99,12/31/19 11:52,"431 Lincoln St, Los Angeles, CA 90001",31/12/2019 11:52
2860,296850,Bose SoundSport Headphones,1,99.99,12/29/19 09:58,"825 South St, Boston, MA 02215",29/12/2019 09:58
2861,296850,AAA Batteries (4-pack),2,2.99,12/29/19 09:58,"825 South St, Boston, MA 02215",29/12/2019 09:58
2862,296856,Lightning Charging Cable,1,14.95,12/07/19 21:58,"618 Spruce St, San Francisco, CA 94016",07/12/2019 21:58
2863,296856,27in FHD Monitor,1,149.99,12/07/19 21:58,"618 Spruce St, San Francisco, CA 94016",07/12/2019 21:58
2864,296900,Vareebadd Phone,1,400,12/02/19 20:55,"237 Dogwood St, San Francisco, CA 94016",02/12/2019 20:55
2865,296900,Wired Headphones,1,11.99,12/02/19 20:55,"237 Dogwood St, San Francisco, CA 94016",02/12/2019 20:55
2866,296914,Macbook Pro Laptop,1,1700,12/16/19 22:41,"886 Lakeview St, Seattle, WA 98101",16/12/2019 22:41
2867,296914,iPhone,1,700,12/16/19 22:41,"886 Lakeview St, Seattle, WA 98101",16/12/2019 22:41
2868,296922,Google Phone,1,600,12/03/19 13:39,"146 5th St, San Francisco, CA 94016",03/12/2019 13:39
2869,296922,USB-C Charging Cable,1,11.95,12/03/19 13:39,"146 5th St, San Francisco, CA 94016",03/12/2019 13:39
2870,296944,Google Phone,1,600,12/29/19 20:39,"855 Park St, Seattle, WA 98101",29/12/2019 20:39
2871,296944,USB-C Charging Cable,1,11.95,12/29/19 20:39,"855 Park St, Seattle, WA 98101",29/12/2019 20:39
2872,296978,Google Phone,1,600,12/21/19 13:10,"410 Jackson St, Los Angeles, CA 90001",21/12/2019 13:10
2873,296978,USB-C Charging Cable,1,11.95,12/21/19 13:10,"410 Jackson St, Los Angeles, CA 90001",21/12/2019 13:10
2874,296987,Lightning Charging Cable,1,14.95,12/27/19 08:46,"597 Hickory St, Portland, OR 97035",27/12/2019 08:46
2875,296987,USB-C Charging Cable,1,11.95,12/27/19 08:46,"597 Hickory St, Portland, OR 97035",27/12/2019 08:46
2876,296992,iPhone,1,700,12/09/19 18:46,"410 Washington St, Dallas, TX 75001",09/12/2019 18:46
2877,296992,Apple Airpods Headphones,1,150,12/09/19 18:46,"410 Washington St, Dallas, TX 75001",09/12/2019 18:46
2878,296998,Google Phone,1,600,12/01/19 19:05,"177 Cedar St, Los Angeles, CA 90001",01/12/2019 19:05
2879,296998,USB-C Charging Cable,1,11.95,12/01/19 19:05,"177 Cedar St, Los Angeles, CA 90001",01/12/2019 19:05
2880,296998,Wired Headphones,1,11.99,12/01/19 19:05,"177 Cedar St, Los Angeles, CA 90001",01/12/2019 19:05
2881,297023,iPhone,1,700,12/12/19 00:22,"169 Hill St, New York City, NY 10001",12/12/2019 00:22
2882,297023,AAA Batteries (4-pack),1,2.99,12/12/19 00:22,"169 Hill St, New York City, NY 10001",12/12/2019 00:22
2883,297056,iPhone,1,700,12/17/19 08:43,"45 Willow St, New York City, NY 10001",17/12/2019 08:43
2884,297056,Apple Airpods Headphones,1,150,12/17/19 08:43,"45 Willow St, New York City, NY 10001",17/12/2019 08:43
2885,297056,Wired Headphones,1,11.99,12/17/19 08:43,"45 Willow St, New York City, NY 10001",17/12/2019 08:43
2886,297058,Google Phone,1,600,12/06/19 10:52,"527 Cherry St, New York City, NY 10001",06/12/2019 10:52
2887,297058,USB-C Charging Cable,1,11.95,12/06/19 10:52,"527 Cherry St, New York City, NY 10001",06/12/2019 10:52
2888,297058,Wired Headphones,1,11.99,12/06/19 10:52,"527 Cherry St, New York City, NY 10001",06/12/2019 10:52
2889,297075,Lightning Charging Cable,1,14.95,12/07/19 02:06,"415 Center St, Atlanta, GA 30301",07/12/2019 02:06
2890,297075,27in FHD Monitor,1,149.99,12/07/19 02:06,"415 Center St, Atlanta, GA 30301",07/12/2019 02:06
2891,297078,iPhone,1,700,12/27/19 14:43,"992 Cedar St, New York City, NY 10001",27/12/2019 14:43
2892,297078,Lightning Charging Cable,1,14.95,12/27/19 14:43,"992 Cedar St, New York City, NY 10001",27/12/2019 14:43
2893,297164,AA Batteries (4-pack),1,3.84,12/23/19 06:08,"40 7th St, Boston, MA 02215",23/12/2019 06:08
2894,297164,Lightning Charging Cable,1,14.95,12/23/19 06:08,"40 7th St, Boston, MA 02215",23/12/2019 06:08
2895,297165,Lightning Charging Cable,1,14.95,12/20/19 15:27,"150 8th St, Boston, MA 02215",20/12/2019 15:27
2896,297165,AAA Batteries (4-pack),2,2.99,12/20/19 15:27,"150 8th St, Boston, MA 02215",20/12/2019 15:27
2897,297167,AAA Batteries (4-pack),1,2.99,12/04/19 23:28,"738 Adams St, New York City, NY 10001",04/12/2019 23:28
2898,297167,Flatscreen TV,1,300,12/04/19 23:28,"738 Adams St, New York City, NY 10001",04/12/2019 23:28
2899,297192,AA Batteries (4-pack),1,3.84,12/29/19 16:25,"207 12th St, New York City, NY 10001",29/12/2019 16:25
2900,297192,Apple Airpods Headphones,1,150,12/29/19 16:25,"207 12th St, New York City, NY 10001",29/12/2019 16:25
2901,297197,Wired Headphones,1,11.99,12/19/19 06:40,"363 Washington St, San Francisco, CA 94016",19/12/2019 06:40
2902,297197,AA Batteries (4-pack),1,3.84,12/19/19 06:40,"363 Washington St, San Francisco, CA 94016",19/12/2019 06:40
2903,297227,iPhone,1,700,12/01/19 19:14,"863 Hickory St, New York City, NY 10001",01/12/2019 19:14
2904,297227,Lightning Charging Cable,1,14.95,12/01/19 19:14,"863 Hickory St, New York City, NY 10001",01/12/2019 19:14
2905,297256,iPhone,1,700,12/11/19 20:25,"235 Meadow St, Boston, MA 02215",11/12/2019 20:25
2906,297256,Lightning Charging Cable,1,14.95,12/11/19 20:25,"235 Meadow St, Boston, MA 02215",11/12/2019 20:25
2907,297256,Apple Airpods Headphones,1,150,12/11/19 20:25,"235 Meadow St, Boston, MA 02215",11/12/2019 20:25
2908,297278,iPhone,1,700,12/09/19 20:06,"418 West St, Los Angeles, CA 90001",09/12/2019 20:06
2909,297278,Wired Headphones,1,11.99,12/09/19 20:06,"418 West St, Los Angeles, CA 90001",09/12/2019 20:06
2910,297286,Google Phone,1,600,12/15/19 18:28,"364 9th St, Seattle, WA 98101",15/12/2019 18:28
2911,297286,USB-C Charging Cable,1,11.95,12/15/19 18:28,"364 9th St, Seattle, WA 98101",15/12/2019 18:28
2912,297311,Bose SoundSport Headphones,1,99.99,12/07/19 07:30,"858 Willow St, Los Angeles, CA 90001",07/12/2019 07:30
2913,297311,Bose SoundSport Headphones,1,99.99,12/07/19 07:30,"858 Willow St, Los Angeles, CA 90001",07/12/2019 07:30
2914,297343,iPhone,1,700,12/28/19 18:11,"914 Pine St, Boston, MA 02215",28/12/2019 18:11
2915,297343,Wired Headphones,1,11.99,12/28/19 18:11,"914 Pine St, Boston, MA 02215",28/12/2019 18:11
2916,297345,Google Phone,1,600,12/02/19 13:39,"88 8th St, Atlanta, GA 30301",02/12/2019 13:39
2917,297345,Wired Headphones,1,11.99,12/02/19 13:39,"88 8th St, Atlanta, GA 30301",02/12/2019 13:39
2918,297374,iPhone,1,700,12/13/19 09:42,"982 North St, San Francisco, CA 94016",13/12/2019 09:42
2919,297374,Apple Airpods Headphones,1,150,12/13/19 09:42,"982 North St, San Francisco, CA 94016",13/12/2019 09:42
2920,297378,iPhone,1,700,12/19/19 10:12,"991 4th St, Dallas, TX 75001",19/12/2019 10:12
2921,297378,Apple Airpods Headphones,1,150,12/19/19 10:12,"991 4th St, Dallas, TX 75001",19/12/2019 10:12
2922,297388,Google Phone,1,600,12/09/19 04:34,"148 Forest St, Austin, TX 73301",09/12/2019 04:34
2923,297388,Wired Headphones,1,11.99,12/09/19 04:34,"148 Forest St, Austin, TX 73301",09/12/2019 04:34
2924,297412,USB-C Charging Cable,1,11.95,12/15/19 18:28,"616 4th St, Los Angeles, CA 90001",15/12/2019 18:28
2925,297412,Lightning Charging Cable,1,14.95,12/15/19 18:28,"616 4th St, Los Angeles, CA 90001",15/12/2019 18:28
2926,297438,iPhone,1,700,12/17/19 13:13,"708 Walnut St, New York City, NY 10001",17/12/2019 13:13
2927,297438,Lightning Charging Cable,1,14.95,12/17/19 13:13,"708 Walnut St, New York City, NY 10001",17/12/2019 13:13
2928,297452,Google Phone,1,600,12/29/19 20:46,"451 Highland St, New York City, NY 10001",29/12/2019 20:46
2929,297452,USB-C Charging Cable,2,11.95,12/29/19 20:46,"451 Highland St, New York City, NY 10001",29/12/2019 20:46
2930,297457,Google Phone,1,600,12/29/19 20:59,"640 Adams St, San Francisco, CA 94016",29/12/2019 20:59
2931,297457,USB-C Charging Cable,2,11.95,12/29/19 20:59,"640 Adams St, San Francisco, CA 94016",29/12/2019 20:59
2932,297538,iPhone,1,700,12/16/19 16:21,"72 Sunset St, Atlanta, GA 30301",16/12/2019 16:21
2933,297538,Lightning Charging Cable,1,14.95,12/16/19 16:21,"72 Sunset St, Atlanta, GA 30301",16/12/2019 16:21
2934,297554,Vareebadd Phone,1,400,12/03/19 15:32,"275 11th St, Dallas, TX 75001",03/12/2019 15:32
2935,297554,USB-C Charging Cable,1,11.95,12/03/19 15:32,"275 11th St, Dallas, TX 75001",03/12/2019 15:32
2936,297554,iPhone,1,700,12/03/19 15:32,"275 11th St, Dallas, TX 75001",03/12/2019 15:32
2937,297565,Google Phone,1,600,12/04/19 18:56,"608 Walnut St, Dallas, TX 75001",04/12/2019 18:56
2938,297565,Bose SoundSport Headphones,1,99.99,12/04/19 18:56,"608 Walnut St, Dallas, TX 75001",04/12/2019 18:56
2939,297569,iPhone,1,700,12/12/19 12:21,"899 11th St, Boston, MA 02215",12/12/2019 12:21
2940,297569,Lightning Charging Cable,1,14.95,12/12/19 12:21,"899 11th St, Boston, MA 02215",12/12/2019 12:21
2941,297573,USB-C Charging Cable,1,11.95,12/04/19 08:34,"366 Cedar St, Boston, MA 02215",04/12/2019 08:34
2942,297573,Lightning Charging Cable,1,14.95,12/04/19 08:34,"366 Cedar St, Boston, MA 02215",04/12/2019 08:34
2943,297576,iPhone,1,700,12/24/19 13:31,"587 North St, New York City, NY 10001",24/12/2019 13:31
2944,297576,Lightning Charging Cable,1,14.95,12/24/19 13:31,"587 North St, New York City, NY 10001",24/12/2019 13:31
2945,297592,iPhone,1,700,12/01/19 11:22,"76 River St, Los Angeles, CA 90001",01/12/2019 11:22
2946,297592,Lightning Charging Cable,1,14.95,12/01/19 11:22,"76 River St, Los Angeles, CA 90001",01/12/2019 11:22
2947,297630,Google Phone,1,600,12/01/19 09:27,"952 Jackson St, Los Angeles, CA 90001",01/12/2019 09:27
2948,297630,Wired Headphones,1,11.99,12/01/19 09:27,"952 Jackson St, Los Angeles, CA 90001",01/12/2019 09:27
2949,297640,Bose SoundSport Headphones,1,99.99,12/03/19 11:15,"763 Dogwood St, San Francisco, CA 94016",03/12/2019 11:15
2950,297640,27in FHD Monitor,1,149.99,12/03/19 11:15,"763 Dogwood St, San Francisco, CA 94016",03/12/2019 11:15
2951,297706,iPhone,1,700,12/31/19 16:14,"246 Hill St, Atlanta, GA 30301",31/12/2019 16:14
2952,297706,Lightning Charging Cable,1,14.95,12/31/19 16:14,"246 Hill St, Atlanta, GA 30301",31/12/2019 16:14
2953,297730,Vareebadd Phone,1,400,12/18/19 11:00,"399 South St, San Francisco, CA 94016",18/12/2019 11:00
2954,297730,USB-C Charging Cable,1,11.95,12/18/19 11:00,"399 South St, San Francisco, CA 94016",18/12/2019 11:00
2955,297760,iPhone,1,700,12/30/19 22:56,"917 Elm St, New York City, NY 10001",30/12/2019 22:56
2956,297760,Lightning Charging Cable,1,14.95,12/30/19 22:56,"917 Elm St, New York City, NY 10001",30/12/2019 22:56
2957,297817,iPhone,1,700,01/01/20 00:22,"519 13th St, New York City, NY 10001",01/01/2020 00:22
2958,297817,Lightning Charging Cable,2,14.95,01/01/20 00:22,"519 13th St, New York City, NY 10001",01/01/2020 00:22
2959,297840,Apple Airpods Headphones,1,150,12/20/19 09:03,"267 Maple St, San Francisco, CA 94016",20/12/2019 09:03
2960,297840,AAA Batteries (4-pack),1,2.99,12/20/19 09:03,"267 Maple St, San Francisco, CA 94016",20/12/2019 09:03
2961,297847,iPhone,1,700,12/01/19 15:06,"768 Maple St, New York City, NY 10001",01/12/2019 15:06
2962,297847,Lightning Charging Cable,1,14.95,12/01/19 15:06,"768 Maple St, New York City, NY 10001",01/12/2019 15:06
2963,297894,USB-C Charging Cable,1,11.95,12/13/19 11:40,"122 Main St, Boston, MA 02215",13/12/2019 11:40
2964,297894,AA Batteries (4-pack),1,3.84,12/13/19 11:40,"122 Main St, Boston, MA 02215",13/12/2019 11:40
2965,297895,USB-C Charging Cable,1,11.95,12/17/19 20:07,"382 5th St, Los Angeles, CA 90001",17/12/2019 20:07
2966,297895,27in FHD Monitor,1,149.99,12/17/19 20:07,"382 5th St, Los Angeles, CA 90001",17/12/2019 20:07
2967,297945,Vareebadd Phone,1,400,12/29/19 15:48,"181 Church St, Boston, MA 02215",29/12/2019 15:48
2968,297945,USB-C Charging Cable,3,11.95,12/29/19 15:48,"181 Church St, Boston, MA 02215",29/12/2019 15:48
2969,297945,Bose SoundSport Headphones,1,99.99,12/29/19 15:48,"181 Church St, Boston, MA 02215",29/12/2019 15:48
2970,297951,USB-C Charging Cable,2,11.95,12/11/19 21:18,"79 7th St, San Francisco, CA 94016",11/12/2019 21:18
2971,297951,Lightning Charging Cable,1,14.95,12/11/19 21:18,"79 7th St, San Francisco, CA 94016",11/12/2019 21:18
2972,298007,AA Batteries (4-pack),1,3.84,12/26/19 15:10,"704 13th St, Los Angeles, CA 90001",26/12/2019 15:10
2973,298007,iPhone,1,700,12/26/19 15:10,"704 13th St, Los Angeles, CA 90001",26/12/2019 15:10
2974,298008,Google Phone,1,600,12/25/19 18:07,"182 Adams St, New York City, NY 10001",25/12/2019 18:07
2975,298008,USB-C Charging Cable,1,11.95,12/25/19 18:07,"182 Adams St, New York City, NY 10001",25/12/2019 18:07
2976,298053,Google Phone,1,600,12/28/19 07:21,"762 2nd St, Boston, MA 02215",28/12/2019 07:21
2977,298053,USB-C Charging Cable,1,11.95,12/28/19 07:21,"762 2nd St, Boston, MA 02215",28/12/2019 07:21
2978,298118,Google Phone,1,600,12/17/19 18:46,"425 6th St, Portland, OR 97035",17/12/2019 18:46
2979,298118,USB-C Charging Cable,2,11.95,12/17/19 18:46,"425 6th St, Portland, OR 97035",17/12/2019 18:46
2980,298216,Lightning Charging Cable,2,14.95,12/30/19 13:36,"820 2nd St, Seattle, WA 98101",30/12/2019 13:36
2981,298216,AAA Batteries (4-pack),1,2.99,12/30/19 13:36,"820 2nd St, Seattle, WA 98101",30/12/2019 13:36
2982,298289,Google Phone,1,600,12/04/19 11:30,"188 7th St, Austin, TX 73301",04/12/2019 11:30
2983,298289,USB-C Charging Cable,1,11.95,12/04/19 11:30,"188 7th St, Austin, TX 73301",04/12/2019 11:30
2984,298352,Lightning Charging Cable,1,14.95,12/20/19 09:10,"393 Cedar St, Boston, MA 02215",20/12/2019 09:10
2985,298352,AA Batteries (4-pack),1,3.84,12/20/19 09:10,"393 Cedar St, Boston, MA 02215",20/12/2019 09:10
2986,298358,Apple Airpods Headphones,1,150,12/04/19 15:57,"482 8th St, San Francisco, CA 94016",04/12/2019 15:57
2987,298358,Apple Airpods Headphones,1,150,12/04/19 15:57,"482 8th St, San Francisco, CA 94016",04/12/2019 15:57
2988,298458,iPhone,1,700,12/04/19 19:02,"371 Center St, Los Angeles, CA 90001",04/12/2019 19:02
2989,298458,Wired Headphones,1,11.99,12/04/19 19:02,"371 Center St, Los Angeles, CA 90001",04/12/2019 19:02
2990,298464,Lightning Charging Cable,1,14.95,12/24/19 20:35,"32 14th St, New York City, NY 10001",24/12/2019 20:35
2991,298464,Bose SoundSport Headphones,1,99.99,12/24/19 20:35,"32 14th St, New York City, NY 10001",24/12/2019 20:35
2992,298466,27in 4K Gaming Monitor,1,389.99,12/07/19 13:44,"41 River St, Los Angeles, CA 90001",07/12/2019 13:44
2993,298466,Wired Headphones,1,11.99,12/07/19 13:44,"41 River St, Los Angeles, CA 90001",07/12/2019 13:44
2994,298475,Macbook Pro Laptop,1,1700,12/15/19 11:38,"880 Maple St, New York City, NY 10001",15/12/2019 11:38
2995,298475,Lightning Charging Cable,1,14.95,12/15/19 11:38,"880 Maple St, New York City, NY 10001",15/12/2019 11:38
2996,298483,Lightning Charging Cable,1,14.95,12/03/19 09:45,"928 Pine St, Los Angeles, CA 90001",03/12/2019 09:45
2997,298483,iPhone,1,700,12/03/19 09:45,"928 Pine St, Los Angeles, CA 90001",03/12/2019 09:45
2998,298508,Vareebadd Phone,1,400,12/30/19 19:23,"377 Elm St, Austin, TX 73301",30/12/2019 19:23
2999,298508,USB-C Charging Cable,1,11.95,12/30/19 19:23,"377 Elm St, Austin, TX 73301",30/12/2019 19:23
3000,298652,Wired Headphones,1,11.99,12/23/19 10:55,"20 Center St, Los Angeles, CA 90001",23/12/2019 10:55
